"","Tweets","Category"
"2863","in collaboration withwe seek your suppo to contribute essential supplies to aid the people affected in floodridden areas in kerala amp karnataka fill the formamp our paners future supply chains will pick up the supplies from your doorstep","Positive"
"2864","congratulationsfor becoming the firstwoman to win a gold medal in shooting at the asiangames a proud moment for the whole nation indeed goforgold roadtogold","Positive"
"2865","um while that isn’t possiblebut nostressboss rentals by ola would be happily waiting outside your favourite restaurant while you solve for those hunger pangs","Positive"
"2866","we are ready with our seat belts on cant wait for payoftheyear to sta d","Positive"
"2867","this raksha bandhan let’s celebrate the vows of loving protecting and annoying each other always happyrakshabandhan","Positive"
"2868","haha need a lift peak ko hatao ola pass lagao","Negative"
"2869","we are proud of you were sure this will inspire our budding athletes in their quest for gold roadtogold 
halla bol go for gold asiangames2018","Positive"
"2870","launching ola mobility institute a firstofitskind policy research and social innovation unit to develop knowledge frameworks that will focus on the intersection of mobility and public good 
to learn more","Positive"
"2871","thanks sridhar","Positive"
"2872","why find parking when you can find rentals by ola  nostressboss","Negative"
"2873","rentals by ola one cab many destinations 
nostressboss","Negative"
"2874","family fun never gets done watchas he visits all his relatives over the weekend with a little help from rentals by ola nostressboss","Positive"
"2875","this teachers day dont forget to wish the one who taught you all your firsts happyteachersday","Positive"
"2876","super easy macha just ask him to book rentalsbyola and he can easily squeeze in lunch in between meetings no time waste and no stress nostressboss","Positive"
"2877","super easy macha just ask him to book rentalsbyola and he can easily squeeze in lunch in between meetings no time waste and no stress nostressboss","Positive"
"2878","it was our pleasure","Positive"
"2879","heres to an everlasting trip 
section377 loveislove","Positive"
"2880","throwback to our myindependenceday film because loveislove join the bandwagon377 pride","Positive"
"2881","your pride has arrived loveislove 377","Positive"
"2882","the economic freedom of women can be enhanced by safer mobility options pm s vision for empowering women amp enabling employment oppounities for millions is central to realising indias true potentialceoat the globalmobilitysummit today","Positive"
"2883","a big shoutout to allfans we bring you a chance to meet chetan and get an exclusive discount on his latest book the girl in room 105 here’s how 
ridewithchetan","Positive"
"2884","sorry for the bad experience we have forwarded your concern to our relevant team and asked for a vehicle audit we always advise our paner to keep their vehicles and its accessories up to the mark prior to accepting rides we have also reveed the difference in the 12","Positive"
"2885","fare for the shared booking id to your ola money wallet and it can be used for your upcoming trips we wish to provide you with a better ola experience on your future rides 22","Positive"
"2886","were delighted to sign mou with the west bengal transpo infrastructure
development corporation ltd wbtidcl to create 5000 employment oppounities ola is handing over 50 cars to the unemployed youth of kolkata","Positive"
"2887","hello the land of kiwis lets sta this trip olainnewzealand","Negative"
"2888","hey viren could you please share your details via dm we shall take it fuher accordingly","Positive"
"2889","extremely proud to bring to youguardian olas realtime ride monitoring system that tracks route deviations unexpected stops midway drops amp triggers a callback from safety response team read more","Positive"
"2890","delighted to announce our association withas the official mobility paner for the indiaskills2018 our commitment to great service is backed by our effos to upskill our drivers and provide high quality experience to all riders abskillskibari","Positive"
"2891","a lot of things to do on the weekend tell us how do you get by nostressboss rentalsbyola","Negative"
"2892","our monday is better than yours and we bet you’d agree celebrated pet friendly day with super friendly dogs at ola office today","Positive"
"2893","we are proud to announce our association withas the official mobility paner for the indiaskills national competition this association will help officials amp paicipants to move with ease during the competition 
abskillskibari farkdikhrahahai","Positive"
